Plan,Rule,Severity,Implied status,Item,Requirement,Message
P-E005 v1,V-STAGE,info,Verified,,R-SOP-GR-01-002,R-SOP-GR-01-002 is scheduled for D1; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-SOP-GR-01-006,R-SOP-GR-01-006 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-FAQ-01-004,R-FAQ-01-004 is scheduled for W1; the source suggests D30.
P-E005 v1,V-STAGE,info,Verified,,R-ITA-01-006,R-ITA-01-006 is scheduled for W2; the source suggests D30.
P-E005 v1,V-STAGE,info,Verified,,R-FSA-01-001,R-FSA-01-001 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-FSA-01-002,R-FSA-01-002 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-FSA-01-003,R-FSA-01-003 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-FSA-01-004,R-FSA-01-004 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-FSA-01-005,R-FSA-01-005 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-FSA-01-006,R-FSA-01-006 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-COC-01-007,R-COC-01-007 is scheduled for W1; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-HRP-01-002,R-HRP-01-002 is scheduled for D30; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-HRP-01-003,R-HRP-01-003 is scheduled for D1; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-HRP-01-004,R-HRP-01-004 is scheduled for W1; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-HRP-01-005,R-HRP-01-005 is scheduled for D1; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-LVP-01-001,R-LVP-01-001 is scheduled for D30; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-COC-01-004,R-COC-01-004 is scheduled for D1; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-CMP-01-005,R-CMP-01-005 is scheduled for D30; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-LVP-01-002,R-LVP-01-002 is scheduled for D60; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-LVP-01-005,R-LVP-01-005 is scheduled for W1; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-IRD-01-001,R-IRD-01-001 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-IRD-01-002,R-IRD-01-002 is scheduled for D1; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-IRD-01-003,R-IRD-01-003 is scheduled for D1; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-IRD-01-004,R-IRD-01-004 is scheduled for W1; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-IRD-01-005,R-IRD-01-005 is scheduled for W1; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-HRP-01-001,R-HRP-01-001 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-ISP-01-003,R-ISP-01-003 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-ISP-01-004,R-ISP-01-004 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-ISP-01-005,R-ISP-01-005 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-ITA-01-001,R-ITA-01-001 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-ITA-01-002,R-ITA-01-002 is scheduled for D1; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-ITA-01-004,R-ITA-01-004 is scheduled for W1; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-ITA-01-005,R-ITA-01-005 is scheduled for D1; the source suggests W2.
P-E005 v1,V-STAGE,info,Verified,,R-PCH-01-001,R-PCH-01-001 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-PCH-01-004,R-PCH-01-004 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-PCH-01-009,R-PCH-01-009 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-ISP-01-008,R-ISP-01-008 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-ESC-01-001,R-ESC-01-001 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-ISP-01-001,R-ISP-01-001 is scheduled for D1; the source suggests W1.
P-E005 v1,V-STAGE,info,Verified,,R-ISP-01-002,R-ISP-01-002 is scheduled for D1; the source suggests W1.
P-E005 v1,V-CHECKLIST,warning,Verified with Warning,,R-HRP-01-001,R-HRP-01-001 asks the employee to complete or acknowledge something but has no checklist item.
P-E005 v1,V-CHECKLIST,warning,Verified with Warning,,R-FLS-01-004,R-FLS-01-004 asks the employee to complete or acknowledge something but has no checklist item.
P-E005 v1,V-CHECKLIST,warning,Verified with Warning,,R-SOP-GR-01-001,R-SOP-GR-01-001 asks the employee to complete or acknowledge something but has no checklist item.
P-E005 v1,V-CONTRADICTION,warning,Verified with Warning,,R-ESC-01-001,R-ESC-01-001 applies because of the life-safety rule (CF-0003): Life-safety topic: the stricter rule in ESC-01 v2.0 (SOP / Procedure) applies even though the other source ranks higher (deadline: 15 vs 480 minutes). The document owner should align the texts.
P-E005 v1,V-HALLUCINATION,warning,Verified with Warning,P-E005-v1.M05.S01,,Scenario detail 02:30 is not from the sources (illustrative).
P-E005 v1,V-HALLUCINATION,warning,Verified with Warning,P-E005-v1.M01.S01,,"usd 30 is company policy, but not from the cited section."
P-E005 v1,V-MANDATORY,warning,Partially Verified,,R-MEM-01-002,GenAI marked R-MEM-01-002 as mandatory; the matrix says optional.
P-E005 v1,V-STAGE,warning,Verified with Warning,,R-LVP-01-003,R-LVP-01-003 is scheduled for W2; the source states D1.
P-E005 v1,V-STAGE,warning,Verified with Warning,,R-FIN-01-004,R-FIN-01-004 is scheduled for W1; the source states D30.
P-E005 v1,V-STAGE,warning,Verified with Warning,,,48 requirements are placed on Day 1 (limit 12).
P-E009 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-007,Mandatory requirement R-HSP-01-007 is not in the plan.
P-E009 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-004,Mandatory requirement R-HSP-01-004 is not in the plan.
P-E009 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-005,Mandatory requirement R-HSP-01-005 is not in the plan.
P-E009 v1,V-COVERAGE,error,Requirement Missing,,R-CMP-01-006,Mandatory requirement R-CMP-01-006 is not in the plan.
P-E009 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-005,Mandatory requirement R-FIN-01-005 is not in the plan.
P-E009 v1,V-COVERAGE,error,Requirement Missing,,R-FLS-01-005,Mandatory requirement R-FLS-01-005 is not in the plan.
P-E009 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-002,Mandatory requirement R-HSP-01-002 is not in the plan.
P-E009 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-003,Mandatory requirement R-HSP-01-003 is not in the plan.
P-E009 v1,V-ROLE,error,Unsupported Requirement,,R-ESC-01-004,R-ESC-01-004 is valid company content but does not apply to the FNA role.
P-E009 v1,V-ROLE,error,Unsupported Requirement,,R-ESC-01-003,R-ESC-01-003 is valid company content but does not apply to the FNA role.
P-E009 v1,V-STAGE,info,Verified,,R-ITA-01-006,R-ITA-01-006 is scheduled for W2; the source suggests D30.
P-E009 v1,V-STAGE,info,Verified,,R-ITA-01-004,R-ITA-01-004 is scheduled for W1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-ITA-01-005,R-ITA-01-005 is scheduled for W1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-PCH-01-001,R-PCH-01-001 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-PCH-01-009,R-PCH-01-009 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-FAQ-01-004,R-FAQ-01-004 is scheduled for W1; the source suggests D30.
P-E009 v1,V-STAGE,info,Verified,,R-COC-01-002,R-COC-01-002 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-COC-01-003,R-COC-01-003 is scheduled for D1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-COC-01-004,R-COC-01-004 is scheduled for D1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-COC-01-007,R-COC-01-007 is scheduled for W1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-HRP-01-006,R-HRP-01-006 is scheduled for W1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-MEM-01-002,R-MEM-01-002 is scheduled for D1; the source suggests D30.
P-E009 v1,V-STAGE,info,Verified,,R-COC-01-006,R-COC-01-006 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-GDP-01-002,R-GDP-01-002 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-GDP-01-004,R-GDP-01-004 is scheduled for D30; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-GDP-01-005,R-GDP-01-005 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-GDP-01-008,R-GDP-01-008 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-GDP-01-009,R-GDP-01-009 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-ISP-01-007,R-ISP-01-007 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-FIN-01-001,R-FIN-01-001 is scheduled for W1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-FIN-01-002,R-FIN-01-002 is scheduled for W1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-FIN-01-006,R-FIN-01-006 is scheduled for D30; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-ROL-03-003,R-ROL-03-003 is scheduled for D1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-ROL-03-004,R-ROL-03-004 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-FLS-01-002,R-FLS-01-002 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-FLS-01-003,R-FLS-01-003 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-HBK-01-003,R-HBK-01-003 is scheduled for D1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-CMP-01-005,R-CMP-01-005 is scheduled for D30; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-HRP-01-002,R-HRP-01-002 is scheduled for D30; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-HRP-01-003,R-HRP-01-003 is scheduled for W1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-HRP-01-005,R-HRP-01-005 is scheduled for D1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-LVP-01-001,R-LVP-01-001 is scheduled for W1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-LVP-01-002,R-LVP-01-002 is scheduled for W1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-LVP-01-004,R-LVP-01-004 is scheduled for W1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-LVP-01-005,R-LVP-01-005 is scheduled for W1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-FAQ-01-002,R-FAQ-01-002 is scheduled for D1; the source suggests W2.
P-E009 v1,V-STAGE,info,Verified,,R-ISP-01-001,R-ISP-01-001 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-ISP-01-002,R-ISP-01-002 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-ISP-01-003,R-ISP-01-003 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-ISP-01-004,R-ISP-01-004 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-ISP-01-005,R-ISP-01-005 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-ISP-01-008,R-ISP-01-008 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-ITA-01-001,R-ITA-01-001 is scheduled for D1; the source suggests W1.
P-E009 v1,V-STAGE,info,Verified,,R-ITA-01-002,R-ITA-01-002 is scheduled for D1; the source suggests W2.
P-E009 v1,V-CHECKLIST,warning,Verified with Warning,,R-FLS-01-004,R-FLS-01-004 asks the employee to complete or acknowledge something but has no checklist item.
P-E009 v1,V-CONTRADICTION,warning,Verified with Warning,,R-ESC-01-001,R-ESC-01-001 applies because of the life-safety rule (CF-0003): Life-safety topic: the stricter rule in ESC-01 v2.0 (SOP / Procedure) applies even though the other source ranks higher (deadline: 15 vs 480 minutes). The document owner should align the texts.
P-E009 v1,V-DUPLICATE,warning,Verified with Warning,P-E009-v1.M01.C03,,Substantially duplicates P-E009-v1.M01.C01.
P-E009 v1,V-HALLUCINATION,warning,Verified with Warning,P-E009-v1.M08.S01,,"18 % is company policy, but not from the cited section."
P-E009 v1,V-HALLUCINATION,warning,Verified with Warning,P-E009-v1.M02.S01,,"usd 7500 is company policy, but not from the cited section."
P-E009 v1,V-HALLUCINATION,warning,Verified with Warning,P-E009-v1.M06.T01,,"usd 200 is company policy, but not from the cited section."
P-E009 v1,V-HALLUCINATION,warning,Verified with Warning,P-E009-v1.M04.S01,,Scenario detail 05:30 is not from the sources (illustrative).
P-E009 v1,V-MANDATORY,warning,Partially Verified,,R-MEM-01-002,GenAI marked R-MEM-01-002 as mandatory; the matrix says optional.
P-E009 v1,V-SOURCE,warning,Verified with Warning,,R-LVP-01-004,"R-LVP-01-004 is cited as LVP-01 §3.4, but the clause is in LVP-01 §3.3."
P-E009 v1,V-STAGE,warning,Verified with Warning,,R-FIN-01-004,R-FIN-01-004 is scheduled for W1; the source states D30.
P-E009 v1,V-STAGE,warning,Verified with Warning,,R-LVP-01-003,R-LVP-01-003 is scheduled for W1; the source states D1.
P-E009 v1,V-STAGE,warning,Verified with Warning,,,32 requirements are placed on Day 1 (limit 12).
P-E004 v1,V-COVERAGE,error,Requirement Missing,,R-SOP-FO-01-004,Mandatory requirement R-SOP-FO-01-004 is not in the plan.
P-E004 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-001,Mandatory requirement R-FIN-01-001 is not in the plan.
P-E004 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-002,Mandatory requirement R-FIN-01-002 is not in the plan.
P-E004 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-003,Mandatory requirement R-FIN-01-003 is not in the plan.
P-E004 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-004,Mandatory requirement R-FIN-01-004 is not in the plan.
P-E004 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-005,Mandatory requirement R-FIN-01-005 is not in the plan.
P-E004 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-005,Mandatory requirement R-HSP-01-005 is not in the plan.
P-E004 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-007,Mandatory requirement R-HSP-01-007 is not in the plan.
P-E004 v1,V-COVERAGE,error,Requirement Missing,,R-SOP-FO-01-001,Mandatory requirement R-SOP-FO-01-001 is not in the plan.
P-E004 v1,V-COVERAGE,error,Requirement Missing,,R-SOP-FO-01-002,Mandatory requirement R-SOP-FO-01-002 is not in the plan.
P-E004 v1,V-COVERAGE,error,Requirement Missing,,R-SOP-FO-01-003,Mandatory requirement R-SOP-FO-01-003 is not in the plan.
P-E004 v1,V-COVERAGE,error,Requirement Missing,,R-SOP-FO-01-005,Mandatory requirement R-SOP-FO-01-005 is not in the plan.
P-E004 v1,V-COVERAGE,error,Requirement Missing,,R-SOP-FO-01-007,Mandatory requirement R-SOP-FO-01-007 is not in the plan.
P-E004 v1,V-COVERAGE,error,Requirement Missing,,R-CMP-01-006,Mandatory requirement R-CMP-01-006 is not in the plan.
P-E004 v1,V-COVERAGE,error,Requirement Missing,,R-SOP-FO-01-006,Mandatory requirement R-SOP-FO-01-006 is not in the plan.
P-E004 v1,V-ROLE,error,Unsupported Requirement,,R-ESC-01-004,R-ESC-01-004 is valid company content but does not apply to the HKS role.
P-E004 v1,V-ROLE,error,Unsupported Requirement,,R-ESC-01-003,R-ESC-01-003 is valid company content but does not apply to the HKS role.
P-E004 v1,V-STAGE,info,Verified,,R-GDP-01-002,R-GDP-01-002 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-GDP-01-005,R-GDP-01-005 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-GDP-01-009,R-GDP-01-009 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-ISP-01-007,R-ISP-01-007 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-FLS-01-002,R-FLS-01-002 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-FLS-01-003,R-FLS-01-003 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-HRP-01-001,R-HRP-01-001 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-HRP-01-002,R-HRP-01-002 is scheduled for D30; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-HRP-01-003,R-HRP-01-003 is scheduled for D1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-HRP-01-005,R-HRP-01-005 is scheduled for D1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-HRP-01-006,R-HRP-01-006 is scheduled for W1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-HRP-01-007,R-HRP-01-007 is scheduled for D90; the source suggests D30.
P-E004 v1,V-STAGE,info,Verified,,R-LVP-01-001,R-LVP-01-001 is scheduled for W1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-LVP-01-002,R-LVP-01-002 is scheduled for W1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-LVP-01-004,R-LVP-01-004 is scheduled for W1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-LVP-01-005,R-LVP-01-005 is scheduled for W1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-HSP-01-002,R-HSP-01-002 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-HSP-01-004,R-HSP-01-004 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-FAQ-01-004,R-FAQ-01-004 is scheduled for W2; the source suggests D30.
P-E004 v1,V-STAGE,info,Verified,,R-ROL-01-006,R-ROL-01-006 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-ESC-01-005,R-ESC-01-005 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-COC-01-004,R-COC-01-004 is scheduled for D1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-HSP-01-003,R-HSP-01-003 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-SOP-HK-01-001,R-SOP-HK-01-001 is scheduled for D1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-SOP-HK-01-002,R-SOP-HK-01-002 is scheduled for D1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-SOP-HK-01-003,R-SOP-HK-01-003 is scheduled for D1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-SOP-HK-01-004,R-SOP-HK-01-004 is scheduled for D1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-SOP-HK-01-005,R-SOP-HK-01-005 is scheduled for D1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-SOP-HK-01-006,R-SOP-HK-01-006 is scheduled for W2; the source suggests D30.
P-E004 v1,V-STAGE,info,Verified,,R-SOP-HK-02-001,R-SOP-HK-02-001 is scheduled for D1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-SOP-HK-02-002,R-SOP-HK-02-002 is scheduled for D1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-SOP-HK-02-003,R-SOP-HK-02-003 is scheduled for W1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-SOP-HK-02-004,R-SOP-HK-02-004 is scheduled for D1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-SOP-HK-02-005,R-SOP-HK-02-005 is scheduled for W2; the source suggests D30.
P-E004 v1,V-STAGE,info,Verified,,R-GDP-01-008,R-GDP-01-008 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-ITA-01-005,R-ITA-01-005 is scheduled for D1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-ITA-01-006,R-ITA-01-006 is scheduled for W1; the source suggests D30.
P-E004 v1,V-STAGE,info,Verified,,R-CMP-01-005,R-CMP-01-005 is scheduled for D30; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-COC-01-007,R-COC-01-007 is scheduled for W1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-HBK-01-003,R-HBK-01-003 is scheduled for D1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-COC-01-006,R-COC-01-006 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-ISP-01-001,R-ISP-01-001 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-ISP-01-002,R-ISP-01-002 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-ISP-01-003,R-ISP-01-003 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-ISP-01-004,R-ISP-01-004 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-ISP-01-005,R-ISP-01-005 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-ISP-01-008,R-ISP-01-008 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-COC-01-002,R-COC-01-002 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-COC-01-003,R-COC-01-003 is scheduled for D30; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-ESC-01-001,R-ESC-01-001 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-FAQ-01-002,R-FAQ-01-002 is scheduled for W1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-MEM-01-002,R-MEM-01-002 is scheduled for D1; the source suggests D30.
P-E004 v1,V-STAGE,info,Verified,,R-ITA-01-001,R-ITA-01-001 is scheduled for D1; the source suggests W1.
P-E004 v1,V-STAGE,info,Verified,,R-ITA-01-002,R-ITA-01-002 is scheduled for D1; the source suggests W2.
P-E004 v1,V-STAGE,info,Verified,,R-ITA-01-004,R-ITA-01-004 is scheduled for W1; the source suggests W2.
P-E004 v1,V-CHECKLIST,warning,Verified with Warning,,R-FLS-01-004,R-FLS-01-004 asks the employee to complete or acknowledge something but has no checklist item.
P-E004 v1,V-CONTRADICTION,warning,Verified with Warning,,R-ESC-01-001,R-ESC-01-001 applies because of the life-safety rule (CF-0003): Life-safety topic: the stricter rule in ESC-01 v2.0 (SOP / Procedure) applies even though the other source ranks higher (deadline: 15 vs 480 minutes). The document owner should align the texts.
P-E004 v1,V-HALLUCINATION,warning,Verified with Warning,P-E004-v1.M05.S01,,Scenario detail 15:10 is not from the sources (illustrative).
P-E004 v1,V-HALLUCINATION,warning,Verified with Warning,P-E004-v1.M04.S01,,"25 kg is company policy, but not from the cited section."
P-E004 v1,V-MANDATORY,warning,Partially Verified,,R-FAQ-01-004,GenAI marked R-FAQ-01-004 as mandatory; the matrix says optional.
P-E004 v1,V-MANDATORY,warning,Partially Verified,,R-MEM-01-002,GenAI marked R-MEM-01-002 as mandatory; the matrix says optional.
P-E004 v1,V-MANDATORY,warning,Partially Verified,,R-SOP-HK-02-005,GenAI marked R-SOP-HK-02-005 as mandatory; the matrix says optional.
P-E004 v1,V-OUTDATED,warning,Outdated Source,,R-SOP-HK-02-001,"R-SOP-HK-02-001 comes from SOP-HK-02, which has expired with no replacement."
P-E004 v1,V-OUTDATED,warning,Outdated Source,,R-SOP-HK-02-002,"R-SOP-HK-02-002 comes from SOP-HK-02, which has expired with no replacement."
P-E004 v1,V-OUTDATED,warning,Outdated Source,,R-SOP-HK-02-003,"R-SOP-HK-02-003 comes from SOP-HK-02, which has expired with no replacement."
P-E004 v1,V-OUTDATED,warning,Outdated Source,,R-SOP-HK-02-005,"R-SOP-HK-02-005 comes from SOP-HK-02, which has expired with no replacement."
P-E004 v1,V-OUTDATED,warning,Outdated Source,,R-SOP-HK-02-004,"R-SOP-HK-02-004 comes from SOP-HK-02, which has expired with no replacement."
P-E004 v1,V-SOURCE,warning,Verified with Warning,,R-LVP-01-004,"R-LVP-01-004 is cited as LVP-01 §3.4, but the clause is in LVP-01 §3.3."
P-E004 v1,V-STAGE,warning,Verified with Warning,,R-LVP-01-003,R-LVP-01-003 is scheduled for W1; the source states D1.
P-E004 v1,V-STAGE,warning,Verified with Warning,,,43 requirements are placed on Day 1 (limit 12).
P-E010 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-001,Mandatory requirement R-FIN-01-001 is not in the plan.
P-E010 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-003,Mandatory requirement R-FIN-01-003 is not in the plan.
P-E010 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-004,Mandatory requirement R-FIN-01-004 is not in the plan.
P-E010 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-005,Mandatory requirement R-FIN-01-005 is not in the plan.
P-E010 v1,V-COVERAGE,error,Requirement Missing,,R-FLS-01-005,Mandatory requirement R-FLS-01-005 is not in the plan.
P-E010 v1,V-COVERAGE,error,Requirement Missing,,R-GDP-01-003,Mandatory requirement R-GDP-01-003 is not in the plan.
P-E010 v1,V-COVERAGE,error,Requirement Missing,,R-GDP-01-004,Mandatory requirement R-GDP-01-004 is not in the plan.
P-E010 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-004,Mandatory requirement R-HSP-01-004 is not in the plan.
P-E010 v1,V-COVERAGE,error,Requirement Missing,,R-HRS-01-001,Mandatory requirement R-HRS-01-001 is not in the plan.
P-E010 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-002,Mandatory requirement R-HSP-01-002 is not in the plan.
P-E010 v1,V-COVERAGE,error,Requirement Missing,,R-CMP-01-006,Mandatory requirement R-CMP-01-006 is not in the plan.
P-E010 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-002,Mandatory requirement R-FIN-01-002 is not in the plan.
P-E010 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-003,Mandatory requirement R-HSP-01-003 is not in the plan.
P-E010 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-005,Mandatory requirement R-HSP-01-005 is not in the plan.
P-E010 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-007,Mandatory requirement R-HSP-01-007 is not in the plan.
